EmployeeID,Name,Department,JobRole,HireDate,Gender,Salary,ManagerID,ReviewID,ReviewDate,PerformanceScore,TrainingHours,Promotion,Attrition,HireYear,HireMonth
671,Employee 671,HR,Executive,31-05-2020 00:00,F,46102,45,671,30-06-2025 00:00,5,48,Yes,Yes,2020,May
672,Employee 672,Sales,Manager,24-10-2018 00:00,M,95152,65,672,30-06-2025 00:00,1,66,Yes,Yes,2018,October
673,Employee 673,Finance,Manager,01-07-2024 00:00,M,92633,90,673,30-06-2025 00:00,4,20,No,Yes,2024,July
674,Employee 674,Finance,Executive,20-09-2024 00:00,F,109028,39,674,30-06-2025 00:00,3,8,No,No,2024,September
675,Employee 675,Sales,Associate,19-02-2018 00:00,M,32179,8,675,30-06-2025 00:00,3,28,Yes,Yes,2018,February
676,Employee 676,Sales,Manager,22-11-2019 00:00,F,67438,59,676,30-06-2025 00:00,5,69,Yes,No,2019,November
677,Employee 677,Marketing,Associate,30-05-2020 00:00,M,87657,69,677,30-06-2025 00:00,3,48,No,No,2020,May
678,Employee 678,Sales,Analyst,01-02-2023 00:00,M,30955,99,678,30-06-2025 00:00,1,12,Yes,Yes,2023,February
679,Employee 679,Finance,Associate,01-04-2021 00:00,M,131988,27,679,30-06-2025 00:00,1,9,Yes,Yes,2021,April
680,Employee 680,Finance,Manager,23-02-2022 00:00,F,116662,65,680,30-06-2025 00:00,5,69,Yes,No,2022,February
681,Employee 681,HR,Associate,15-05-2024 00:00,F,140331,48,681,30-06-2025 00:00,2,27,Yes,No,2024,May
682,Employee 682,Marketing,Manager,25-02-2020 00:00,M,141731,69,682,30-06-2025 00:00,3,67,No,No,2020,February
683,Employee 683,HR,Analyst,11-04-2022 00:00,F,51314,5,683,30-06-2025 00:00,3,45,Yes,No,2022,April
684,Employee 684,Finance,Manager,17-03-2020 00:00,F,86975,7,684,30-06-2025 00:00,1,25,Yes,No,2020,March
685,Employee 685,Marketing,Manager,13-01-2020 00:00,M,103307,77,685,30-06-2025 00:00,3,28,No,Yes,2020,January
686,Employee 686,IT,Associate,19-02-2023 00:00,M,73590,84,686,30-06-2025 00:00,3,56,No,No,2023,February
687,Employee 687,Sales,Associate,12-05-2023 00:00,F,29323,57,687,30-06-2025 00:00,5,37,No,No,2023,May
688,Employee 688,Finance,Associate,06-01-2019 00:00,M,83774,76,688,30-06-2025 00:00,3,64,No,No,2019,January
689,Employee 689,IT,Analyst,16-01-2022 00:00,M,117876,77,689,30-06-2025 00:00,3,77,No,Yes,2022,January
690,Employee 690,HR,Associate,30-07-2024 00:00,M,49299,4,690,30-06-2025 00:00,5,30,Yes,No,2024,July
691,Employee 691,Marketing,Analyst,06-11-2018 00:00,M,79360,66,691,30-06-2025 00:00,5,21,Yes,Yes,2018,November
692,Employee 692,HR,Manager,09-08-2020 00:00,F,32815,34,692,30-06-2025 00:00,5,9,No,No,2020,August
693,Employee 693,IT,Executive,02-04-2023 00:00,F,109749,61,693,30-06-2025 00:00,2,38,No,No,2023,April
694,Employee 694,Sales,Manager,09-07-2020 00:00,M,119677,7,694,30-06-2025 00:00,1,11,Yes,No,2020,July
695,Employee 695,Sales,Associate,10-10-2018 00:00,M,49169,70,695,30-06-2025 00:00,4,15,No,No,2018,October
696,Employee 696,Finance,Executive,22-04-2019 00:00,F,96702,56,696,30-06-2025 00:00,4,35,No,Yes,2019,April
697,Employee 697,HR,Executive,07-10-2018 00:00,F,116920,41,697,30-06-2025 00:00,4,45,Yes,No,2018,October
698,Employee 698,Marketing,Executive,18-11-2018 00:00,F,123834,100,698,30-06-2025 00:00,4,40,Yes,Yes,2018,November
699,Employee 699,Sales,Executive,20-09-2018 00:00,M,78046,93,699,30-06-2025 00:00,5,32,No,Yes,2018,September
700,Employee 700,Sales,Manager,13-05-2021 00:00,M,81517,72,700,30-06-2025 00:00,2,52,No,Yes,2021,May
701,Employee 701,Marketing,Analyst,17-10-2022 00:00,M,30484,38,701,30-06-2025 00:00,2,26,Yes,No,2022,October
702,Employee 702,IT,Manager,16-07-2021 00:00,F,88250,99,702,30-06-2025 00:00,3,65,Yes,No,2021,July
703,Employee 703,Sales,Associate,22-02-2020 00:00,F,63378,95,703,30-06-2025 00:00,1,6,No,Yes,2020,February
704,Employee 704,HR,Executive,07-11-2022 00:00,F,123393,90,704,30-06-2025 00:00,1,1,Yes,Yes,2022,November
705,Employee 705,HR,Executive,06-08-2024 00:00,F,64783,98,705,30-06-2025 00:00,4,27,Yes,Yes,2024,August
706,Employee 706,IT,Executive,28-12-2021 00:00,M,142486,53,706,30-06-2025 00:00,1,26,Yes,No,2021,December
707,Employee 707,Sales,Manager,21-04-2018 00:00,F,82465,40,707,30-06-2025 00:00,1,23,Yes,Yes,2018,April
708,Employee 708,Sales,Analyst,09-09-2019 00:00,F,95934,51,708,30-06-2025 00:00,5,53,No,Yes,2019,September
709,Employee 709,Marketing,Associate,26-12-2022 00:00,F,45689,88,709,30-06-2025 00:00,4,62,Yes,No,2022,December
710,Employee 710,Sales,Executive,08-08-2021 00:00,M,72912,94,710,30-06-2025 00:00,5,12,No,Yes,2021,August
711,Employee 711,HR,Manager,22-02-2022 00:00,F,102898,100,711,30-06-2025 00:00,1,64,Yes,Yes,2022,February
712,Employee 712,IT,Manager,15-03-2018 00:00,F,132355,74,712,30-06-2025 00:00,3,24,Yes,Yes,2018,March
713, Employee 713 ,Finance,Associate,02-03-2018 00:00,F,142348,76,713,30-06-2025 00:00,3,17,Yes,Yes,2018,March
714,Employee 714,Marketing,Manager,25-06-2024 00:00,M,124466,8,714,30-06-2025 00:00,4,30,No,Yes,2024,June
715,Employee 715,Finance,Analyst,20-06-2020 00:00,F,137616,60,715,30-06-2025 00:00,4,28,Yes,Yes,2020,June
716,Employee 716,Marketing,Manager,03-05-2018 00:00,F,107966,24,716,30-06-2025 00:00,4,79,No,Yes,2018,May
717,Employee 717,Marketing,Manager,28-09-2023 00:00,M,50007,61,717,30-06-2025 00:00,4,31,No,No,2023,September
718,Employee 718,IT,Executive,16-05-2018 00:00,F,54776,41,718,30-06-2025 00:00,3,20,No,No,2018,May
719,Employee 719,HR,Associate,31-10-2024 00:00,F,63188,83,719,30-06-2025 00:00,3,56,No,No,2024,October
720,Employee 720,Marketing,Analyst,12-05-2021 00:00,F,83370,24,720,30-06-2025 00:00,5,52,No,No,2021,May
721,Employee 721,IT,Associate,22-03-2021 00:00,M,128417,31,721,30-06-2025 00:00,2,75,No,No,2021,March
722,Employee 722,IT,Executive,12-10-2020 00:00,M,52415,72,722,30-06-2025 00:00,1,51,No,Yes,2020,October
723,Employee 723,Finance,Executive,14-04-2020 00:00,M,98792,87,723,30-06-2025 00:00,4,54,Yes,No,2020,April
724,Employee 724,Finance,Analyst,02-06-2023 00:00,F,47050,96,724,30-06-2025 00:00,4,7,Yes,No,2023,June
725,Employee 725,Finance,Associate,11-06-2021 00:00,M,120837,37,725,30-06-2025 00:00,3,80,Yes,No,2021,June
726,Employee 726,Marketing,Manager,27-07-2021 00:00,M,43452,53,726,30-06-2025 00:00,3,57,No,Yes,2021,July
727,Employee 727,HR,Analyst,05-06-2024 00:00,F,127550,68,727,30-06-2025 00:00,5,67,No,No,2024,June
728,Employee 728,Sales,Executive,20-04-2021 00:00,F,78079,32,728,30-06-2025 00:00,3,20,Yes,No,2021,April
729,Employee 729,IT,Manager,24-03-2020 00:00,M,148601,16,729,30-06-2025 00:00,3,29,Yes,Yes,2020,March
730,Employee 730,Marketing,Analyst,02-05-2024 00:00,M,28025,75,730,30-06-2025 00:00,3,80,Yes,No,2024,May
731,Employee 731,Finance,Associate,29-03-2021 00:00,F,111293,93,731,30-06-2025 00:00,1,2,Yes,No,2021,March
732,Employee 732,HR,Executive,11-01-2024 00:00,M,59603,95,732,30-06-2025 00:00,4,6,Yes,No,2024,January
733,Employee 733,Finance,Manager,20-10-2018 00:00,F,125873,19,733,30-06-2025 00:00,4,51,Yes,No,2018,October
734,Employee 734,Marketing,Manager,13-05-2024 00:00,M,96618,68,734,30-06-2025 00:00,4,16,Yes,Yes,2024,May
735,Employee 735,Finance,Executive,10-06-2020 00:00,F,34960,97,735,30-06-2025 00:00,5,37,Yes,No,2020,June
736,Employee 736,Marketing,Associate,23-07-2022 00:00,F,137517,35,736,30-06-2025 00:00,1,57,Yes,No,2022,July
737,Employee 737,Marketing,Analyst,09-04-2023 00:00,M,93290,96,737,30-06-2025 00:00,4,29,Yes,Yes,2023,April
738,Employee 738,IT,Analyst,01-06-2024 00:00,M,94009,7,738,30-06-2025 00:00,5,58,Yes,Yes,2024,June
739,Employee 739,Finance,Analyst,12-01-2022 00:00,F,35178,83,739,30-06-2025 00:00,2,22,Yes,Yes,2022,January
740,Employee 740,HR,Associate,29-06-2021 00:00,F,46071,65,740,30-06-2025 00:00,4,24,No,Yes,2021,June
741,Employee 741,Marketing,Associate,24-05-2023 00:00,M,121317,37,741,30-06-2025 00:00,2,0,Yes,No,2023,May
742,Employee 742,Marketing,Manager,22-02-2022 00:00,M,73714,95,742,30-06-2025 00:00,1,31,No,Yes,2022,February
743,Employee 743,HR,Analyst,07-06-2019 00:00,F,73898,54,743,30-06-2025 00:00,2,62,No,Yes,2019,June
744,Employee 744,IT,Analyst,29-08-2024 00:00,M,47503,53,744,30-06-2025 00:00,3,54,Yes,Yes,2024,August
745,Employee 745,HR,Manager,27-04-2020 00:00,F,26944,19,745,30-06-2025 00:00,3,53,No,Yes,2020,April
746,Employee 746,Finance,Associate,16-03-2021 00:00,F,107093,8,746,30-06-2025 00:00,3,8,No,Yes,2021,March
747,Employee 747,HR,Manager,07-09-2022 00:00,M,37429,71,747,30-06-2025 00:00,2,76,No,Yes,2022,September
748,Employee 748,Finance,Manager,03-02-2024 00:00,M,110227,1,748,30-06-2025 00:00,2,33,Yes,No,2024,February
749,Employee 749,Marketing,Associate,03-06-2019 00:00,F,96675,49,749,30-06-2025 00:00,2,64,No,No,2019,June
750,Employee 750,Finance,Executive,21-12-2021 00:00,F,145979,34,750,30-06-2025 00:00,3,22,No,Yes,2021,December
751,Employee 751,Marketing,Executive,22-03-2021 00:00,F,110944,30,751,30-06-2025 00:00,4,50,Yes,Yes,2021,March
752,Employee 752,Marketing,Manager,03-10-2024 00:00,F,74938,17,752,30-06-2025 00:00,4,70,No,No,2024,October
753,Employee 753,IT,Associate,08-02-2021 00:00,F,56298,13,753,30-06-2025 00:00,4,18,Yes,Yes,2021,February
754,Employee 754,Finance,Executive,12-12-2019 00:00,F,101981,22,754,30-06-2025 00:00,4,0,Yes,Yes,2019,December
755,Employee 755,IT,Executive,01-05-2020 00:00,M,89336,59,755,30-06-2025 00:00,1,20,No,Yes,2020,May
756,Employee 756,Finance,Associate,13-07-2022 00:00,F,106500,35,756,30-06-2025 00:00,5,4,No,Yes,2022,July
757,Employee 757,Finance,Manager,07-06-2018 00:00,F,61990,44,757,30-06-2025 00:00,3,61,No,Yes,2018,June
758,Employee 758,IT,Analyst,01-04-2020 00:00,M,107843,53,758,30-06-2025 00:00,5,57,No,No,2020,April
759,Employee 759,Marketing,Manager,01-08-2024 00:00,M,56547,83,759,30-06-2025 00:00,3,48,No,No,2024,August
760,Employee 760,Marketing,Analyst,27-11-2020 00:00,F,117639,29,760,30-06-2025 00:00,3,33,Yes,Yes,2020,November
761,Employee 761,Finance,Executive,07-11-2019 00:00,F,45941,2,761,30-06-2025 00:00,3,67,No,Yes,2019,November
762,Employee 762,Finance,Executive,23-12-2023 00:00,M,30163,62,762,30-06-2025 00:00,3,20,No,Yes,2023,December
763,Employee 763,Finance,Analyst,13-10-2021 00:00,F,81289,91,763,30-06-2025 00:00,4,53,No,No,2021,October
764,Employee 764,Finance,Manager,25-05-2022 00:00,F,139305,44,764,30-06-2025 00:00,3,80,Yes,Yes,2022,May
765,Employee 765,Sales,Associate,09-08-2019 00:00,F,62476,40,765,30-06-2025 00:00,2,65,Yes,No,2019,August
766,Employee 766,Marketing,Analyst,09-04-2018 00:00,F,75495,97,766,30-06-2025 00:00,4,33,Yes,Yes,2018,April
767,Employee 767,Sales,Executive,01-06-2024 00:00,F,111733,100,767,30-06-2025 00:00,3,36,No,No,2024,June
768,Employee 768,Sales,Associate,02-08-2019 00:00,M,83309,58,768,30-06-2025 00:00,2,53,No,No,2019,August
769,Employee 769,HR,Executive,16-10-2020 00:00,F,105626,89,769,30-06-2025 00:00,4,43,Yes,No,2020,October
770,Employee 770,IT,Analyst,27-12-2022 00:00,M,116005,44,770,30-06-2025 00:00,3,15,Yes,Yes,2022,December
771,Employee 771,Finance,Executive,14-03-2021 00:00,F,52931,66,771,30-06-2025 00:00,1,19,Yes,No,2021,March
772,Employee 772,HR,Analyst,26-12-2020 00:00,M,58145,44,772,30-06-2025 00:00,2,80,Yes,No,2020,December
773,Employee 773,HR,Analyst,12-09-2020 00:00,M,91098,22,773,30-06-2025 00:00,2,43,No,No,2020,September
774,Employee 774,HR,Executive,09-10-2021 00:00,F,109442,43,774,30-06-2025 00:00,5,76,Yes,Yes,2021,October
775, Employee 775 ,Finance,Associate,03-02-2018 00:00,M,120019,90,775,30-06-2025 00:00,5,43,Yes,Yes,2018,February
776,Employee 776,HR,Manager,28-11-2022 00:00,M,131385,12,776,30-06-2025 00:00,3,65,Yes,Yes,2022,November
777,Employee 777,Sales,Analyst,02-11-2018 00:00,F,140591,47,777,30-06-2025 00:00,5,9,No,Yes,2018,November
778,Employee 778,Sales,Analyst,23-09-2022 00:00,F,130873,41,778,30-06-2025 00:00,4,44,Yes,Yes,2022,September
779,Employee 779,Sales,Associate,23-07-2023 00:00,M,110265,9,779,30-06-2025 00:00,4,57,Yes,Yes,2023,July
780,Employee 780,Marketing,Executive,15-11-2020 00:00,M,134513,47,780,30-06-2025 00:00,4,12,No,No,2020,November
781,Employee 781,HR,Executive,24-08-2019 00:00,F,127592,71,781,30-06-2025 00:00,3,65,No,No,2019,August
782,Employee 782,Marketing,Manager,04-07-2020 00:00,M,72756,56,782,30-06-2025 00:00,4,10,No,No,2020,July
783,Employee 783,IT,Manager,20-07-2018 00:00,F,96912,23,783,30-06-2025 00:00,1,35,No,No,2018,July
784,Employee 784,IT,Analyst,01-11-2019 00:00,F,132235,41,784,30-06-2025 00:00,3,28,Yes,No,2019,November
785,Employee 785,Sales,Analyst,28-10-2020 00:00,F,74070,13,785,30-06-2025 00:00,1,11,No,No,2020,October
786,Employee 786,HR,Associate,03-09-2019 00:00,M,101570,20,786,30-06-2025 00:00,3,42,Yes,Yes,2019,September
787,Employee 787,HR,Analyst,03-08-2019 00:00,F,67559,82,787,30-06-2025 00:00,1,5,Yes,Yes,2019,August
788,Employee 788,HR,Executive,26-03-2022 00:00,F,31151,20,788,30-06-2025 00:00,3,69,Yes,Yes,2022,March
789,Employee 789,IT,Analyst,18-10-2023 00:00,F,45455,9,789,30-06-2025 00:00,2,2,Yes,Yes,2023,October
790, Employee 790 ,Finance,Analyst,27-07-2022 00:00,F,47707,22,790,30-06-2025 00:00,3,53,Yes,Yes,2022,July
791,Employee 791,Finance,Associate,09-02-2018 00:00,M,129510,97,791,30-06-2025 00:00,5,39,No,No,2018,February
792,Employee 792,HR,Manager,08-08-2018 00:00,M,69286,41,792,30-06-2025 00:00,2,46,Yes,No,2018,August
793,Employee 793,Finance,Analyst,03-09-2018 00:00,M,99248,73,793,30-06-2025 00:00,4,50,Yes,Yes,2018,September
794,Employee 794,Sales,Executive,18-06-2024 00:00,M,51414,65,794,30-06-2025 00:00,3,40,Yes,No,2024,June
795,Employee 795,Marketing,Analyst,04-02-2019 00:00,F,39143,17,795,30-06-2025 00:00,1,0,Yes,No,2019,February
796,Employee 796,Sales,Manager,11-01-2023 00:00,M,120611,24,796,30-06-2025 00:00,3,78,No,No,2023,January
797,Employee 797,HR,Associate,20-06-2020 00:00,F,102104,30,797,30-06-2025 00:00,3,49,No,Yes,2020,June
798,Employee 798,HR,Manager,07-03-2019 00:00,F,128107,46,798,30-06-2025 00:00,4,66,No,Yes,2019,March
799,Employee 799,IT,Associate,03-09-2020 00:00,F,44769,77,799,30-06-2025 00:00,3,66,No,No,2020,September
800,Employee 800,Sales,Associate,07-04-2020 00:00,M,27229,90,800,30-06-2025 00:00,2,12,No,No,2020,April
801, Employee 801 ,Finance,Analyst,30-01-2023 00:00,M,128861,45,801,30-06-2025 00:00,5,69,Yes,Yes,2023,January
802,Employee 802,HR,Executive,29-06-2024 00:00,M,93542,10,802,30-06-2025 00:00,1,56,Yes,No,2024,June
803,Employee 803,Marketing,Associate,27-02-2022 00:00,F,41763,71,803,30-06-2025 00:00,4,42,Yes,Yes,2022,February
804,Employee 804,IT,Executive,18-02-2018 00:00,M,125450,35,804,30-06-2025 00:00,4,15,Yes,No,2018,February
805,Employee 805,Marketing,Analyst,03-04-2020 00:00,M,68241,18,805,30-06-2025 00:00,2,58,Yes,Yes,2020,April
806,Employee 806,Finance,Analyst,24-09-2021 00:00,M,114469,52,806,30-06-2025 00:00,3,54,Yes,No,2021,September
807, Employee 807 ,Marketing,Executive,05-10-2018 00:00,F,62796,47,807,30-06-2025 00:00,4,32,No,No,2018,October
808,Employee 808,Marketing,Executive,25-06-2021 00:00,F,138980,85,808,30-06-2025 00:00,4,21,Yes,Yes,2021,June
809,Employee 809,Marketing,Manager,01-08-2018 00:00,M,134263,92,809,30-06-2025 00:00,3,8,No,No,2018,August
810,Employee 810,Marketing,Analyst,26-05-2022 00:00,M,41126,35,810,30-06-2025 00:00,2,53,No,Yes,2022,May
811,Employee 811,Sales,Manager,03-01-2018 00:00,M,36345,86,811,30-06-2025 00:00,1,11,No,Yes,2018,January
812,Employee 812,HR,Analyst,01-11-2018 00:00,F,114631,91,812,30-06-2025 00:00,4,65,No,Yes,2018,November
813,Employee 813,Marketing,Manager,14-06-2023 00:00,M,68392,99,813,30-06-2025 00:00,3,59,No,Yes,2023,June
814,Employee 814,IT,Analyst,23-06-2019 00:00,F,102689,4,814,30-06-2025 00:00,3,12,Yes,Yes,2019,June
815,Employee 815,Marketing,Manager,13-06-2024 00:00,M,48209,31,815,30-06-2025 00:00,1,24,Yes,No,2024,June
816,Employee 816,Finance,Executive,28-05-2024 00:00,F,58423,73,816,30-06-2025 00:00,3,56,Yes,No,2024,May
817,Employee 817,HR,Associate,12-08-2020 00:00,M,124820,75,817,30-06-2025 00:00,4,14,No,Yes,2020,August
818,Employee 818,Sales,Associate,03-06-2018 00:00,F,129989,37,818,30-06-2025 00:00,5,56,Yes,No,2018,June
819,Employee 819,IT,Analyst,30-10-2019 00:00,M,63204,100,819,30-06-2025 00:00,2,5,Yes,No,2019,October
820,Employee 820,Finance,Executive,06-07-2024 00:00,M,57092,60,820,30-06-2025 00:00,1,51,Yes,Yes,2024,July
821,Employee 821,Sales,Analyst,02-05-2023 00:00,F,59639,74,821,30-06-2025 00:00,3,60,No,No,2023,May
822,Employee 822,Sales,Associate,25-05-2018 00:00,M,78982,50,822,30-06-2025 00:00,2,76,No,Yes,2018,May
823,Employee 823,IT,Executive,15-04-2021 00:00,M,129688,17,823,30-06-2025 00:00,4,79,No,Yes,2021,April
824,Employee 824,HR,Executive,19-06-2018 00:00,M,105269,6,824,30-06-2025 00:00,5,3,Yes,Yes,2018,June
825,Employee 825,IT,Executive,16-03-2022 00:00,F,60228,80,825,30-06-2025 00:00,3,27,No,No,2022,March
826,Employee 826,Sales,Manager,07-07-2019 00:00,F,144579,94,826,30-06-2025 00:00,2,66,No,Yes,2019,July
827,Employee 827,HR,Manager,09-03-2023 00:00,M,82311,63,827,30-06-2025 00:00,1,67,Yes,Yes,2023,March
828,Employee 828,Finance,Analyst,16-07-2021 00:00,M,134899,66,828,30-06-2025 00:00,3,54,No,No,2021,July
829,Employee 829,Sales,Analyst,20-11-2018 00:00,F,74621,51,829,30-06-2025 00:00,3,23,No,No,2018,November
830,Employee 830,Marketing,Analyst,22-06-2023 00:00,M,30800,43,830,30-06-2025 00:00,1,74,No,No,2023,June
831,Employee 831,Finance,Analyst,02-05-2023 00:00,M,77309,15,831,30-06-2025 00:00,3,22,Yes,Yes,2023,May
832,Employee 832,Marketing,Executive,25-08-2020 00:00,M,99666,21,832,30-06-2025 00:00,3,33,No,Yes,2020,August
833,Employee 833,Marketing,Executive,18-09-2020 00:00,F,139861,35,833,30-06-2025 00:00,3,40,No,Yes,2020,September
834,Employee 834,Finance,Associate,28-11-2022 00:00,F,92065,57,834,30-06-2025 00:00,3,58,No,No,2022,November
835, Employee 835 ,IT,Manager,03-09-2021 00:00,M,102587,61,835,30-06-2025 00:00,3,42,Yes,No,2021,September
836,Employee 836,IT,Manager,29-11-2019 00:00,F,50625,24,836,30-06-2025 00:00,3,11,Yes,No,2019,November
837,Employee 837,Sales,Associate,26-04-2022 00:00,M,40669,85,837,30-06-2025 00:00,5,16,No,No,2022,April
838,Employee 838,Marketing,Manager,03-05-2019 00:00,F,59382,27,838,30-06-2025 00:00,1,33,Yes,Yes,2019,May
839,Employee 839,IT,Executive,30-06-2023 00:00,M,55827,98,839,30-06-2025 00:00,5,5,Yes,No,2023,June
840,Employee 840,IT,Associate,05-05-2021 00:00,M,27629,46,840,30-06-2025 00:00,3,66,No,No,2021,May
841,Employee 841,IT,Analyst,30-12-2018 00:00,M,89286,18,841,30-06-2025 00:00,3,67,No,No,2018,December
842,Employee 842,Sales,Executive,20-01-2023 00:00,F,44171,24,842,30-06-2025 00:00,1,80,No,Yes,2023,January
843,Employee 843,Marketing,Analyst,03-01-2022 00:00,M,72644,89,843,30-06-2025 00:00,1,3,Yes,Yes,2022,January
844,Employee 844,Marketing,Associate,07-08-2018 00:00,F,65532,66,844,30-06-2025 00:00,5,80,No,Yes,2018,August
845,Employee 845,IT,Executive,29-03-2024 00:00,F,32871,59,845,30-06-2025 00:00,3,22,Yes,No,2024,March
846,Employee 846,HR,Manager,28-08-2018 00:00,M,43760,73,846,30-06-2025 00:00,3,71,No,Yes,2018,August
847,Employee 847,IT,Manager,02-06-2021 00:00,F,49492,3,847,30-06-2025 00:00,5,45,Yes,Yes,2021,June
848,Employee 848,IT,Associate,12-07-2023 00:00,F,51673,17,848,30-06-2025 00:00,4,62,No,Yes,2023,July
849,Employee 849,HR,Analyst,03-11-2018 00:00,F,72845,5,849,30-06-2025 00:00,2,33,No,No,2018,November
850,Employee 850,IT,Analyst,05-11-2023 00:00,F,71992,39,850,30-06-2025 00:00,5,18,Yes,Yes,2023,November
851,Employee 851,IT,Executive,12-01-2022 00:00,M,70730,15,851,30-06-2025 00:00,3,62,Yes,Yes,2022,January
852,Employee 852,Sales,Manager,14-04-2021 00:00,F,33618,17,852,30-06-2025 00:00,1,45,Yes,Yes,2021,April
853,Employee 853,IT,Executive,28-06-2022 00:00,M,126876,74,853,30-06-2025 00:00,4,36,No,No,2022,June
854,Employee 854,Sales,Manager,13-10-2024 00:00,M,108906,23,854,30-06-2025 00:00,5,28,No,Yes,2024,October
855,Employee 855,Marketing,Analyst,30-12-2022 00:00,F,139042,22,855,30-06-2025 00:00,4,79,No,Yes,2022,December
856,Employee 856,Sales,Manager,19-09-2023 00:00,M,77537,4,856,30-06-2025 00:00,2,53,No,No,2023,September
857,Employee 857,IT,Associate,10-11-2018 00:00,M,97616,18,857,30-06-2025 00:00,2,48,Yes,Yes,2018,November
858,Employee 858,IT,Executive,28-01-2023 00:00,M,95315,55,858,30-06-2025 00:00,5,78,No,Yes,2023,January
859,Employee 859,Sales,Manager,14-10-2023 00:00,M,110895,89,859,30-06-2025 00:00,4,17,No,No,2023,October
860,Employee 860,HR,Manager,14-06-2023 00:00,F,116016,97,860,30-06-2025 00:00,3,76,Yes,Yes,2023,June
861,Employee 861,Marketing,Executive,25-03-2023 00:00,M,143148,54,861,30-06-2025 00:00,4,33,Yes,No,2023,March
862,Employee 862,HR,Associate,06-09-2021 00:00,F,119382,12,862,30-06-2025 00:00,5,36,Yes,Yes,2021,September
863,Employee 863,HR,Executive,21-03-2020 00:00,F,117957,32,863,30-06-2025 00:00,1,28,No,No,2020,March
864,Employee 864,IT,Executive,21-04-2021 00:00,M,63285,79,864,30-06-2025 00:00,3,66,No,Yes,2021,April
865,Employee 865,Marketing,Associate,15-08-2018 00:00,M,123295,95,865,30-06-2025 00:00,5,79,Yes,Yes,2018,August
866,Employee 866,IT,Associate,12-09-2018 00:00,F,83716,93,866,30-06-2025 00:00,2,16,No,No,2018,September
867,Employee 867,Finance,Associate,26-02-2022 00:00,F,120223,62,867,30-06-2025 00:00,5,13,No,No,2022,February
868,Employee 868,HR,Manager,28-07-2019 00:00,F,29215,70,868,30-06-2025 00:00,4,65,Yes,Yes,2019,July
869,Employee 869,HR,Analyst,14-07-2018 00:00,M,74603,85,869,30-06-2025 00:00,2,14,No,Yes,2018,July
870,Employee 870,HR,Analyst,07-04-2020 00:00,M,26362,40,870,30-06-2025 00:00,2,29,No,No,2020,April
871,Employee 871,IT,Executive,21-12-2021 00:00,M,121331,1,871,30-06-2025 00:00,4,8,Yes,No,2021,December
872,Employee 872,Marketing,Executive,15-02-2023 00:00,M,96107,65,872,30-06-2025 00:00,2,45,Yes,Yes,2023,February
873,Employee 873,Marketing,Associate,05-12-2023 00:00,M,38400,59,873,30-06-2025 00:00,3,72,Yes,No,2023,December
874,Employee 874,Sales,Executive,23-07-2023 00:00,M,141366,8,874,30-06-2025 00:00,3,79,No,No,2023,July
875,Employee 875,Finance,Executive,13-02-2022 00:00,M,133651,50,875,30-06-2025 00:00,4,18,Yes,No,2022,February
876,Employee 876,Finance,Analyst,10-11-2023 00:00,F,28113,11,876,30-06-2025 00:00,3,66,No,No,2023,November
877,Employee 877,Finance,Manager,11-08-2021 00:00,F,81681,46,877,30-06-2025 00:00,4,43,No,Yes,2021,August
878, Employee 878 ,Marketing,Manager,18-08-2021 00:00,F,34397,58,878,30-06-2025 00:00,4,18,Yes,No,2021,August
879,Employee 879,Marketing,Associate,04-12-2018 00:00,F,146745,93,879,30-06-2025 00:00,1,72,No,Yes,2018,December
880,Employee 880,Sales,Executive,06-11-2021 00:00,F,147201,34,880,30-06-2025 00:00,1,74,Yes,Yes,2021,November
881,Employee 881,Sales,Associate,09-12-2022 00:00,F,88440,38,881,30-06-2025 00:00,3,70,No,No,2022,December
882,Employee 882,Sales,Executive,21-04-2024 00:00,F,59056,75,882,30-06-2025 00:00,4,67,No,Yes,2024,April
883,Employee 883,HR,Associate,14-09-2020 00:00,M,45096,3,883,30-06-2025 00:00,3,46,Yes,Yes,2020,September
884,Employee 884,Finance,Executive,17-06-2021 00:00,M,100042,11,884,30-06-2025 00:00,1,72,Yes,Yes,2021,June
885,Employee 885,Sales,Associate,20-02-2022 00:00,F,144806,32,885,30-06-2025 00:00,2,20,Yes,Yes,2022,February
886,Employee 886,HR,Manager,24-03-2019 00:00,F,51479,80,886,30-06-2025 00:00,1,14,Yes,Yes,2019,March
887,Employee 887,IT,Executive,31-03-2024 00:00,M,93259,28,887,30-06-2025 00:00,3,5,No,No,2024,March
888,Employee 888,Sales,Executive,23-06-2018 00:00,F,131740,87,888,30-06-2025 00:00,1,12,Yes,No,2018,June
889,Employee 889,Finance,Analyst,30-06-2021 00:00,M,103938,63,889,30-06-2025 00:00,2,31,Yes,No,2021,June
890,Employee 890,Marketing,Executive,12-08-2022 00:00,F,143385,10,890,30-06-2025 00:00,2,29,No,Yes,2022,August
891,Employee 891,Finance,Associate,17-05-2019 00:00,F,68536,50,891,30-06-2025 00:00,4,34,Yes,Yes,2019,May
892,Employee 892,Sales,Manager,04-07-2021 00:00,M,37496,61,892,30-06-2025 00:00,5,0,Yes,Yes,2021,July
893,Employee 893,Sales,Manager,11-01-2018 00:00,F,63833,92,893,30-06-2025 00:00,1,69,No,No,2018,January
